ID,Song,Artist,Year,Weeks_in_Charts,Rank,YouTube_Link,ViewCount,Genre
0211,Tha Crossroads,Bone Thugs-N-Harmony,1996,20,1,https://www.youtube.com/watch?v=VMYAEHE2GrM,181000000.0,Hip-Hop
0212,The Living Years,Mike + The Mechanics,1989,20,1,https://www.youtube.com/watch?v=5hr64MxYpgk,59000000.0,Pop
0213,These Dreams,Heart,1986,20,1,https://www.youtube.com/watch?v=41P8UxneDJE,112000000.0,Rock
0214,Time After Time,Cyndi Lauper,1984,20,1,https://www.youtube.com/watch?v=VdQY7BusJNU,605000000.0,Pop
0215,Toy Soldiers,Martika,1989,20,1,https://www.youtube.com/watch?v=LvdLovAaYzM,132000000.0,Pop
0216,True Colors,Cyndi Lauper,1986,20,1,https://www.youtube.com/watch?v=LPn0KFlbqX8,172000000.0,Pop
0217,West End Girls,Pet Shop Boys,1986,20,1,https://www.youtube.com/watch?v=p3j2NYZ8FKs,243000000.0,Pop
0218,When A Man Loves A Woman,Michael Bolton,1991,20,1,https://www.youtube.com/watch?v=MUuNDb-nm5M,279000000.0,Pop
0219,You Are Not Alone,Michael Jackson,1995,20,1,https://www.youtube.com/watch?v=pAyKJAtDNCw,438000000.0,Pop
0220,(I Just) Died In Your Arms,Cutting Crew,1987,19,1,https://www.youtube.com/watch?v=6dOwHzCHfgA,400000000.0,Pop
0221,Eternal Flame,The Bangles,1989,19,1,https://www.youtube.com/watch?v=PSoOFn3wQV4,203000000.0,Rock
0222,Heaven,Bryan Adams,1985,19,1,https://www.youtube.com/watch?v=3eT464L1YRA,158000000.0,Rock
0223,I've Been Thinking About You,Londonbeat,1991,19,1,https://www.youtube.com/watch?v=dGw3w_njQ4g,166000000.0,Pop
0224,Joyride,Roxette,1991,19,1,https://www.youtube.com/watch?v=xCorJG9mubk,72000000.0,Pop
0225,Let's Hear It For The Boy,Deniece Williams,1984,19,1,https://www.youtube.com/watch?v=gI7YHZVc7mM,68000000.0,R&B
0226,Like A Virgin,Madonna,1984,19,1,https://www.youtube.com/watch?v=s__rX_WL100,138000000.0,Pop
0227,Lost In Your Eyes,Debbie Gibson,1989,19,1,https://www.youtube.com/watch?v=8Ms3mJFkSeg,104000000.0,Pop
0228,Rush Rush,Paula Abdul,1991,19,1,https://www.youtube.com/watch?v=yqyIaNWP0T0,96000000.0,Pop
0229,Shout,Tears For Fears,1985,19,1,https://www.youtube.com/watch?v=Ye7FKc1JQe4,260000000.0,Rock
0230,The Look,Roxette,1989,19,1,https://www.youtube.com/watch?v=LlVI7ZNiFlI,96000000.0,Pop
0231,We Didn't Start The Fire,Billy Joel,1989,19,1,https://www.youtube.com/watch?v=eFTLKWw542g,208000000.0,Pop
0232,Another Day In Paradise,Phil Collins,1989,18,1,https://www.youtube.com/watch?v=Qt2mbGP6vFI,686000000.0,Rock
0233,Can't Fight This Feeling,REO Speedwagon,1985,18,1,https://www.youtube.com/watch?v=zpOULjyy-n8,270000000.0,Rock
0234,Live To Tell,Madonna,1986,18,1,https://www.youtube.com/watch?v=IzAO9A9GjgI,148000000.0,Pop
0235,One More Night,Phil Collins,1985,18,1,https://www.youtube.com/watch?v=zKVq-P3z5Vg,116000000.0,Rock
0236,One More Try,George Michael,1988,18,1,https://www.youtube.com/watch?v=bG5N3GC-m20,246000000.0,Pop
0237,Open Your Heart,Madonna,1986,18,1,https://www.youtube.com/watch?v=snsTmi9N9Gs,61000000.0,Pop
0238,Papa Don't Preach,Madonna,1986,18,1,https://www.youtube.com/watch?v=G333Is7VPOg,265000000.0,Pop
0239,The Way You Make Me Feel,Michael Jackson,1987,18,1,https://www.youtube.com/watch?v=HzZ_urpj4As,559000000.0,Pop
0240,Together Forever,Rick Astley,1988,18,1,https://www.youtube.com/watch?v=yPYZpwSpKmA,203000000.0,Pop
0241,We Are The World,USA For Africa,1985,18,1,https://www.youtube.com/watch?v=Glny4jSciVI,379000000.0,Pop
0242,Where Do Broken Hearts Go,Whitney Houston,1988,18,1,https://www.youtube.com/watch?v=wa3tfVjGCQ8,113000000.0,R&B
0243,With Or Without You,U2,1987,18,1,https://www.youtube.com/watch?v=6DeDzsCGbsQ,439000000.0,Rock
0244,Father Figure,George Michael,1988,17,1,https://www.youtube.com/watch?v=m_9hfHvQSNo,182000000.0,Pop
0245,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,1987,17,1,https://www.youtube.com/watch?v=fDxzQJaA228,66000000.0,R&B
0246,I Still Haven't Found What I'm Looking For,U2,1987,17,1,https://www.youtube.com/watch?v=e3-5YC_oHjE,266000000.0,Rock
0247,Man In The Mirror,Michael Jackson,1988,17,1,https://www.youtube.com/watch?v=PivWY9wn5ps,204000000.0,Pop
0248,Rock Me Amadeus,Falco,1986,17,1,https://www.youtube.com/watch?v=cVikZ8Oe_XA,94000000.0,Pop
0249,Sussudio,Phil Collins,1985,17,1,https://www.youtube.com/watch?v=r0qBaBb1Y-U,60000000.0,Rock
0250,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,1999,17,1,https://www.youtube.com/watch?v=_zXKtfKnfT8,55000000.0,Hip-Hop
0251,Like A Prayer,Madonna,1989,16,1,https://www.youtube.com/watch?v=79fzeNUqQbQ,414000000.0,Pop
0252,Bad,Michael Jackson,1987,14,1,https://www.youtube.com/watch?v=dsUXAEzaC3Q,597000000.0,Pop
0253,Dirty Diana,Michael Jackson,1988,14,1,https://www.youtube.com/watch?v=yUi_S6YWjZw,299000000.0,Pop
0254,How Do I Live,LeAnn Rimes,1997,69,2,https://www.youtube.com/watch?v=MUFasKZcH_c,58000000.0,Pop
0255,Foolish Games/You Were Meant For Me,Jewel,1996,65,2,https://www.youtube.com/watch?v=UNoouLa7uxA,53000000.0,Pop
0256,Missing,Everything But The Girl,1995,55,2,https://www.youtube.com/watch?v=IAkY5m00rpY,57000000.0,Pop
0257,You Make Me Wanna...,Usher,1997,47,2,https://www.youtube.com/watch?v=bQRzrnH6_HY,132000000.0,R&B
0258,Quit Playing Games (With My Heart),Backstreet Boys,1997,43,2,https://www.youtube.com/watch?v=Ug88HO2mg44,283000000.0,Pop
0259,You're Still The One,Shania Twain,1998,42,2,https://www.youtube.com/watch?v=KNZH-emehxA,376000000.0,Pop
0260,I Love You Always Forever,Donna Lewis,1996,41,2,https://www.youtube.com/watch?v=SqdWTeXWvOg,55000000.0,Pop
0261,Return Of The Mack,Mark Morrison,1997,40,2,https://www.youtube.com/watch?v=uB1D9wWxd2w,328000000.0,R&B
0262,Twisted,Keith Sweat,1996,38,2,https://www.youtube.com/watch?v=cP4yAnbtDZE,158000000.0,R&B
0263,Back At One,Brian McKnight,1999,37,2,https://www.youtube.com/watch?v=rXPfovXw2tw,257000000.0,R&B
0264,All That She Wants,Ace Of Base,1993,36,2,https://www.youtube.com/watch?v=d73tiBBzvFM,282000000.0,Pop
0265,Gloria,Laura Branigan,1982,36,2,https://www.youtube.com/watch?v=nNEb2k_EmMg,234000000.0,Pop
0266,Don't Let Go (Love),En Vogue,1996,35,2,https://www.youtube.com/watch?v=mwhwGmoYv1s,102000000.0,R&B
0267,Kiss Me,Sixpence None The Richer,1998,33,2,https://www.youtube.com/watch?v=v45F0YesdZM,174000000.0,Pop
0268,Bitch,Meredith Brooks,1997,30,2,https://www.youtube.com/watch?v=_ivt_N2Zcts,58000000.0,Pop
0269,It's All Coming Back To Me Now,Celine Dion,1996,30,2,https://www.youtube.com/watch?v=j8fHNdrZTSI,173000000.0,Pop
0270,Nobody's Supposed To Be Here,Deborah Cox,1998,29,2,https://www.youtube.com/watch?v=H947PtHmh0Y,114000000.0,R&B
0271,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,1998,28,2,https://www.youtube.com/watch?v=xEmdW3_bi4c,70000000.0,R&B
0272,Water Runs Dry,Boyz II Men,1995,28,2,https://www.youtube.com/watch?v=9N9opF-PK5k,85000000.0,R&B
0273,All Out Of Love,Air Supply,1980,27,2,https://www.youtube.com/watch?v=JWdZEumNRmI,242000000.0,Pop
0274,If I Ever Fall In Love,Shai,1992,27,2,https://www.youtube.com/watch?v=caNRc1ER8p4,138000000.0,R&B
0275,"Nuthin' But A ""G"" Thang",Dr. Dre,1993,27,2,https://www.youtube.com/watch?v=Ne_hVxwEGCg,67000000.0,Hip-Hop
0276,Queen Of Hearts,Juice Newton,1981,27,2,https://www.youtube.com/watch?v=P0DK-0fIKCw,109000000.0,Pop
0277,Girl You Know It's True,Milli Vanilli,1989,26,2,https://www.youtube.com/watch?v=ZbUENJ5FjBk,294000000.0,Pop
0278,Tears In Heaven,Eric Clapton,1992,26,2,https://www.youtube.com/watch?v=UprwkbzUX6g,215000000.0,Rock
0279,Under The Bridge,Red Hot Chili Peppers,1992,26,2,https://www.youtube.com/watch?v=GLvohMXgcBo,349000000.0,Rock
0280,Candy Rain,Soul For Real,1995,25,2,https://www.youtube.com/watch?v=Cx0xzO73Amo,220000000.0,R&B
0281,Cherish,Kool & The Gang,1985,25,2,https://www.youtube.com/watch?v=s09LuDYX12g,191000000.0,R&B
0282,Do You Really Want To Hurt Me,Culture Club,1982,25,2,https://www.youtube.com/watch?v=2nXGPZaTKik,156000000.0,Pop
0283,Girls Just Want To Have Fun,Cyndi Lauper,1983,25,2,https://www.youtube.com/watch?v=PIb6AZdTr-A,1715000000.0,Pop
0284,Making Love Out Of Nothing At All,Air Supply,1983,25,2,https://www.youtube.com/watch?v=ogoIxkPjRts,519000000.0,Pop
0285,Don't Dream It's Over,Crowded House,1987,24,2,https://www.youtube.com/watch?v=J9gKyRmic20,368000000.0,Rock
0286,Just The Two Of Us,Grover Washington| Jr. With Bill Withers,1981,24,2,https://www.youtube.com/watch?v=v8oqbWrP1QY,59000000.0,R&B
0287,Pour Some Sugar On Me,Def Leppard,1988,24,2,https://www.youtube.com/watch?v=0UIB9Y4OFPs,182000000.0,Rock
0288,Pump Up The Jam,Technotronic Featuring Felly,1989,24,2,https://www.youtube.com/watch?v=9EcjWd-O4jI,408000000.0,Pop
0289,Sometimes Love Just Ain't Enough,Patty Smyth,1992,24,2,https://www.youtube.com/watch?v=qdzbjUWu2VU,99000000.0,Rock
0290,Start Me Up,The Rolling Stones,1981,24,2,https://www.youtube.com/watch?v=SGyOaCXr8Lw,84000000.0,Rock
0291,99 Luftballons,Nena,1983,23,2,https://www.youtube.com/watch?v=hiwgOWo7mDc,21000000.0,Pop
0292,Easy Lover,Philip Bailey With Phil Collins,1984,23,2,https://www.youtube.com/watch?v=JkRKT6T0QLg,128000000.0,R&B
0293,More Than I Can Say,Leo Sayer,1980,23,2,https://www.youtube.com/watch?v=GnIlo91CrBw,78000000.0,Pop
0294,Rosanna,Toto,1982,23,2,https://www.youtube.com/watch?v=qmOLtTGvsbM,157000000.0,Rock
0295,Waiting For A Girl Like You,Foreigner,1981,23,2,https://www.youtube.com/watch?v=Lllwj_gkKpY,123000000.0,Rock
0296,Burning Heart,Survivor,1985,22,2,https://www.youtube.com/watch?v=Kc71KZG87X4,281000000.0,Rock
0297,Party All The Time,Eddie Murphy,1985,22,2,https://www.youtube.com/watch?v=iWa-6g-TbgI,144000000.0,Pop
0298,Red Light Special,TLC,1995,22,2,https://www.youtube.com/watch?v=dP2t9LBeAwo,68000000.0,R&B
0299,Right Here (Human Nature)/Downtown,SWV,1993,22,2,https://www.youtube.com/watch?v=vHwXoY0LiQk,84000000.0,R&B
0300,The Power,Snap!,1990,22,2,https://www.youtube.com/watch?v=nm6DO_7px1I,101000000.0,Pop
0301,Dancing In The Dark,Bruce Springsteen,1984,21,2,https://www.youtube.com/watch?v=129kuDCQtHs,498000000.0,Rock
0302,Danger Zone,Kenny Loggins,1986,21,2,https://www.youtube.com/watch?v=siwpn14IE7E,147000000.0,Pop
0303,Dangerous,Roxette,1989,21,2,https://www.youtube.com/watch?v=VFNRh26TPmM,53000000.0,Pop
0304,Just Kickin' It,Xscape,1993,21,2,https://www.youtube.com/watch?v=w_BTEFAVwjU,100000000.0,R&B
0305,Somebody's Watching Me,Rockwell,1984,21,2,https://www.youtube.com/watch?v=7YvAYIJSSZY,291000000.0,Pop
0306,All I Wanna Do Is Make Love To You,Heart,1990,20,2,https://www.youtube.com/watch?v=OAfxs0IDeMs,214000000.0,Rock
0307,Endless Love,Luther Vandross & Mariah Carey,1994,20,2,https://www.youtube.com/watch?v=Nu9RVPTpDyA,169000000.0,R&B
0308,Frozen,Madonna,1998,20,2,https://www.youtube.com/watch?v=XS088Opj9o0,305000000.0,Pop
0309,Manic Monday,The Bangles,1986,20,2,https://www.youtube.com/watch?v=SsmVgoXDq2w,108000000.0,Rock
0310,One More Chance/Stay With Me,The Notorious B.I.G.,1995,20,2,https://www.youtube.com/watch?v=0Ogs_NsXh58,115000000.0,Hip-Hop
0311,Lose Control,Teddy Swims,2023,113,1,https://www.youtube.com/watch?v=9gWIIIr2Asw,444000000.0,Pop
0312,Heat Waves,Glass Animals,2021,91,1,https://www.youtube.com/watch?v=mRD0-GxqHVo,930000000.0,Rock
0313,Blinding Lights,The Weeknd,2019,90,1,https://www.youtube.com/watch?v=4NRXx6U8ABQ,1043000000.0,Pop
0314,A Bar Song (Tipsy),Shaboozey,2024,79,1,https://www.youtube.com/watch?v=t7bQwwqW-Hc,381000000.0,Hip-Hop
0315,All I Want For Christmas Is You,Mariah Carey,2000,70,1,https://www.youtube.com/watch?v=aAkMkVFwAoo,900000000.0,Pop
0316,Save Your Tears,The Weeknd & Ariana Grande,2020,69,1,https://www.youtube.com/watch?v=LIIDh-qI9oI,375000000.0,Pop
0317,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,68,1,https://www.youtube.com/watch?v=KQ6zr6kCPj8,2568000000.0,Pop
0318,I Had Some Help,Post Malone Featuring Morgan Wallen,2024,67,1,https://www.youtube.com/watch?v=4QIZE708gJ4,248000000.0,Hip-Hop
0319,Rolling In The Deep,Adele,2010,65,1,https://www.youtube.com/watch?v=rYEDA3JcQqw,2881000000.0,Pop
0320,Stay,The Kid LAROI & Justin Bieber,2021,63,1,https://www.youtube.com/watch?v=kTJczUoc26U,1108000000.0,Pop
0321,As It Was,Harry Styles,2022,61,1,https://www.youtube.com/watch?v=H5v3kku4y6Q,972000000.0,Pop
0322,Circles,Post Malone,2019,61,1,https://www.youtube.com/watch?v=wXhTHyIgQ_U,805000000.0,Hip-Hop
0323,Die With A Smile,Lady Gaga & Bruno Mars,2024,61,1,https://www.youtube.com/watch?v=kPa7bsKwL-c,1748000000.0,Pop
0324,Last Night,Morgan Wallen,2023,60,1,https://www.youtube.com/watch?v=bUjPPBxbQrQ,213000000.0,Pop
0325,All Of Me,John Legend,2013,59,1,https://www.youtube.com/watch?v=450p7goxZqg,2697000000.0,R&B
0326,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,59,1,https://www.youtube.com/watch?v=8UVNT4wvIGY,2675000000.0,Pop
0327,Shape Of You,Ed Sheeran,2017,58,1,https://www.youtube.com/watch?v=JGwWNGJdvx8,6757000000.0,Pop
0328,Dark Horse,Katy Perry Featuring Juicy J,2013,57,1,https://www.youtube.com/watch?v=0KSOMA3QBU0,4200000000.0,Pop
0329,I Gotta Feeling,The Black Eyed Peas,2009,56,1,https://www.youtube.com/watch?v=uSD4vsh1zDA,960000000.0,Hip-Hop
0330,Perfect,Ed Sheeran,2017,56,1,https://www.youtube.com/watch?v=2Vv-BfVoq4g,4183000000.0,Pop
0331,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2014,56,1,https://www.youtube.com/watch?v=OPf0YbXqDm0,5850000000.0,Pop
0332,Flowers,Miley Cyrus,2023,55,1,https://www.youtube.com/watch?v=G7KNmW9a75Y,1241000000.0,Pop
0333,Cruel Summer,Taylor Swift,2019,54,1,https://www.youtube.com/watch?v=ic8j13piAhQ,296000000.0,Pop
0334,Someone You Loved,Lewis Capaldi,2019,54,1,https://www.youtube.com/watch?v=zABLecsR5UE,1318000000.0,Pop
0335,Anti-Hero,Taylor Swift,2022,53,1,https://www.youtube.com/watch?v=b1kbLwvqugk,243000000.0,Pop
0336,Not Like Us,Kendrick Lamar,2024,53,1,https://www.youtube.com/watch?v=H58vbez_m4E,483000000.0,Hip-Hop
0337,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018,53,1,https://www.youtube.com/watch?v=ApXoWvfEYVU,3014000000.0,Hip-Hop
0338,Can't Stop The Feeling!,Justin Timberlake,2016,52,1,https://www.youtube.com/watch?v=ru0K8uYEZWw,1976000000.0,Pop
0339,Cheap Thrills,Sia Featuring Sean Paul,2016,52,1,https://www.youtube.com/watch?v=nYh-n7EOtMA,1978000000.0,Pop
0340,Closer,The Chainsmokers Featuring Halsey,2016,52,1,https://www.youtube.com/watch?v=PT2_F-1esPk,3420000000.0,Pop
0341,Die For You,The Weeknd & Ariana Grande,2016,52,1,https://www.youtube.com/watch?v=YQ-qToZUybM,639000000.0,Pop
0342,Girls Like You,Maroon 5 Featuring Cardi B,2018,52,1,https://www.youtube.com/watch?v=aJOTlE1K90k,4041000000.0,Pop
0343,Kill Bill,SZA,2022,52,1,https://www.youtube.com/watch?v=SQnc1QibapQ,166000000.0,R&B
0344,Mood,24kGoldn Featuring iann dior,2020,52,1,https://www.youtube.com/watch?v=GrAchTdepsU,559000000.0,Pop
0345,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,52,1,https://www.youtube.com/watch?v=RgKAFK5djSk,7032000000.0,Hip-Hop
0346,Sicko Mode,Travis Scott,2018,52,1,https://www.youtube.com/watch?v=6ONRf7h3Mdk,1396000000.0,Hip-Hop
0347,Too Sweet,Hozier,2024,52,1,https://www.youtube.com/watch?v=NTpbbQUBbuo,262000000.0,Rock
0348,Without Me,Halsey,2018,52,1,https://www.youtube.com/watch?v=ZAfAud_M_mg,1163000000.0,Pop
0349,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017,51,1,https://www.youtube.com/watch?v=kJQP7kiw5Fk,9066000000.0,Pop
0350,Good 4 U,Olivia Rodrigo,2021,51,1,https://www.youtube.com/watch?v=gNi_6U5Pm_o,534000000.0,Pop
0351,I Like It,Cardi B| Bad Bunny & J Balvin,2018,51,1,https://www.youtube.com/watch?v=xTlNMmZKwpA,1745000000.0,Hip-Hop
0352,That's What I Like,Bruno Mars,2016,51,1,https://www.youtube.com/watch?v=PMivT7MJ41M,2535000000.0,Pop
0353,Viva La Vida,Coldplay,2008,51,1,https://www.youtube.com/watch?v=dvgZkm1xWPE,1062000000.0,Rock
0354,Call Me Maybe,Carly Rae Jepsen,2012,50,1,https://www.youtube.com/watch?v=fWNaR-rxAic,1853000000.0,Pop
0355,Shake It Off,Taylor Swift,2014,50,1,https://www.youtube.com/watch?v=nfWlot6h_JM,3700000000.0,Pop
0356,Bad Guy,Billie Eilish,2019,49,1,https://www.youtube.com/watch?v=DyDfgMOUjCI,1351000000.0,Pop
0357,Just Dance,Lady Gaga Featuring Colby O'Donis,2008,49,1,https://www.youtube.com/watch?v=2Abk1jAONjw,534000000.0,Pop
0358,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,49,1,https://www.youtube.com/watch?v=iEPTlhBmwRg,855000000.0,Pop
0359,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2012,49,1,https://www.youtube.com/watch?v=QK8mJJJvaes,1975000000.0,Hip-Hop
0360,Big Girls Don't Cry,Fergie,2007,48,1,https://www.youtube.com/watch?v=agrXgrAgQ0U,481000000.0,Pop
0361,Just The Way You Are,Bruno Mars,2010,48,1,https://www.youtube.com/watch?v=LjhCEhWiKXk,2183000000.0,Pop
0362,The Hills,The Weeknd,2015,48,1,https://www.youtube.com/watch?v=yzTuBuRdAyA,2305000000.0,Pop
0363,All About That Bass,Meghan Trainor,2014,47,1,https://www.youtube.com/watch?v=7PCkvCPvDXk,2708000000.0,Pop
0364,Happy,Pharrell Williams,2014,47,1,https://www.youtube.com/watch?v=ZbZSe6N_BXs,1549000000.0,Pop
0365,Luther,Kendrick Lamar & SZA,2024,47,1,https://www.youtube.com/watch?v=JQbjS0_ZfJ0,714000000.0,Hip-Hop
0366,Sucker,Jonas Brothers,2019,47,1,https://www.youtube.com/watch?v=CnAmeh0-E-U,425000000.0,Pop
0367,With Arms Wide Open,Creed,2000,47,1,https://www.youtube.com/watch?v=99j0zLuNhi8,213000000.0,Rock
0368,Yeah!,Usher Featuring Lil Jon & Ludacris,2004,47,1,https://www.youtube.com/watch?v=GxBSyx85Kp8,1254000000.0,R&B
0369,Give Me Everything,Pitbull Featuring Ne-Yo| Afrojack & Nayer,2011,45,1,https://www.youtube.com/watch?v=EPo5wWmKEaI,1365000000.0,Hip-Hop
0370,Havana,Camila Cabello Featuring Young Thug,2017,45,1,https://www.youtube.com/watch?v=HCjNJDNzw8Y,2071000000.0,Pop
0371,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019,45,1,https://www.youtube.com/watch?v=r7qovpFAGrQ,1515000000.0,Hip-Hop
0372,Shallow,Lady Gaga & Bradley Cooper,2018,45,1,https://www.youtube.com/watch?v=bo_efYhYU2A,1862000000.0,Pop
0373,Love Somebody,Morgan Wallen,2024,44,1,https://www.youtube.com/watch?v=MU8B4XDI3Uw,174000000.0,Pop
0374,Royals,Lorde,2013,44,1,https://www.youtube.com/watch?v=nlcIKh6sBtc,1009000000.0,Pop
0375,Set Fire To The Rain,Adele,2011,43,1,https://www.youtube.com/watch?v=WjqYTpE6Qdg,507000000.0,Pop
0376,We Belong Together,Mariah Carey,2005,43,1,https://www.youtube.com/watch?v=0habxsuXW4g,783000000.0,Pop
0377,About Damn Time,Lizzo,2022,42,1,https://www.youtube.com/watch?v=IXXxciRUMzE,152000000.0,R&B
0378,Industry Baby,Lil Nas X & Jack Harlow,2021,42,1,https://www.youtube.com/watch?v=UTHLKHL_whs,523000000.0,Hip-Hop
0379,One More Night,Maroon 5,2012,42,1,https://www.youtube.com/watch?v=fwK7ggA3-bU,1242000000.0,Pop
0380,Rockstar,DaBaby Featuring Roddy Ricch,2020,42,1,https://www.youtube.com/watch?v=83xBPCw5hh4,452000000.0,Hip-Hop
0381,Sexy And I Know It,LMFAO,2011,42,1,https://www.youtube.com/watch?v=KQ6zr6kCPj8,2568000000.0,Pop
0382,Sorry,Justin Bieber,2015,42,1,https://www.youtube.com/watch?v=fRh_vgS2dFE,4127000000.0,Pop
0383,Truth Hurts,Lizzo,2019,42,1,https://www.youtube.com/watch?v=P00HMxdsVZI,333000000.0,R&B
0384,We Are Young,fun. Featuring Janelle Monae,2011,42,1,https://www.youtube.com/watch?v=Sv6dMFF_yts,1342000000.0,Pop
0385,We Found Love,Rihanna Featuring Calvin Harris,2011,42,1,https://www.youtube.com/watch?v=tg00YEETFzg,1196000000.0,Pop
0386,Can't Feel My Face,The Weeknd,2015,41,1,https://www.youtube.com/watch?v=KEI4qSrkPAs,1539000000.0,Pop
0387,Family Affair,Mary J. Blige,2001,41,1,https://www.youtube.com/watch?v=znlFu_lemsU,1020000000.0,R&B
0388,Love Yourself,Justin Bieber,2015,41,1,https://www.youtube.com/watch?v=oyEuk8j8imI,1826000000.0,Pop
0389,Rude,MAGIC!,2014,41,1,https://www.youtube.com/watch?v=PIh2xe4jnpk,2682000000.0,Pop
0390,Wait For U,Future Featuring Drake & Tems,2022,41,1,https://www.youtube.com/watch?v=Y2QpQP8wPG8,211000000.0,Hip-Hop
0391,Down,Jay Sean Featuring Lil Wayne,2009,40,1,https://www.youtube.com/watch?v=oUbpGmR1-QM,443000000.0,Pop
0392,Low,Flo Rida Featuring T-Pain,2007,40,1,https://www.youtube.com/watch?v=U2waT9TxPU0,620000000.0,Hip-Hop
0393,Panda,Desiigner,2016,40,1,https://www.youtube.com/watch?v=4NJlUribp3c,824000000.0,Hip-Hop
0394,Poker Face,Lady Gaga,2008,40,1,https://www.youtube.com/watch?v=bESGLojNYSo,1755000000.0,Pop
0395,Rockstar,Post Malone Featuring 21 Savage,2017,40,1,https://www.youtube.com/watch?v=UceaB4D0jpo,1335000000.0,Hip-Hop
0396,Bleeding Love,Leona Lewis,2008,39,1,https://www.youtube.com/watch?v=Vzo-EL_62fQ,430000000.0,Pop
0397,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,39,1,https://www.youtube.com/watch?v=2zNSgSzhBfM,1172000000.0,Hip-Hop
0398,Fancy,Iggy Azalea Featuring Charli XCX,2014,39,1,https://www.youtube.com/watch?v=O-zpOMYRi0w,1224000000.0,Hip-Hop
0399,Firework,Katy Perry,2010,39,1,https://www.youtube.com/watch?v=QGJuMBdaqIw,1570000000.0,Pop
0400,Gold Digger,Kanye West Featuring Jamie Foxx,2005,39,1,https://www.youtube.com/watch?v=6vwNcNOTVzY,418000000.0,Hip-Hop
0401,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2021,39,1,https://www.youtube.com/watch?v=adLGHcj_fmA,951000000.0,R&B
0402,No One,Alicia Keys,2007,39,1,https://www.youtube.com/watch?v=rywUS-ohqeE,943000000.0,R&B
0403,Psycho,Post Malone Featuring Ty Dolla $ign,2018,39,1,https://www.youtube.com/watch?v=au2n7VVGv_c,1183000000.0,Hip-Hop
0404,Someone Like You,Adele,2011,39,1,https://www.youtube.com/watch?v=hLQl3WQQoQ0,2524000000.0,Pop
0405,Timber,Pitbull Featuring Ke$ha,2013,39,1,https://www.youtube.com/watch?v=hHUbLv4ThOo,1595000000.0,Hip-Hop
0406,Watermelon Sugar,Harry Styles,2019,39,1,https://www.youtube.com/watch?v=E07s5ZYygMg,430000000.0,Pop
0407,Blank Space,Taylor Swift,2014,38,1,https://www.youtube.com/watch?v=e-ORhEE9VVg,3821000000.0,Pop
0408,Goodies,Ciara Featuring Petey Pablo,2004,38,1,https://www.youtube.com/watch?v=YtC92pzp5vw,180000000.0,R&B
0409,Humble.,Kendrick Lamar,2017,38,1,https://www.youtube.com/watch?v=tvTRZJ-4EyI,1112000000.0,Hip-Hop
0410,Lovin On Me,Jack Harlow,2023,38,1,https://www.youtube.com/watch?v=Iq8h3GEe22o,227000000.0,Hip-Hop
0411,Please Please Please,Sabrina Carpenter,2024,38,1,https://www.youtube.com/watch?v=cF1Na4AIecM,305000000.0,Pop
0412,Run It!,Chris Brown,2005,38,1,https://www.youtube.com/watch?v=w6QGe-pXgdI,244000000.0,R&B
0413,Sad!,XXXTENTACION,2018,38,1,https://www.youtube.com/watch?v=pgN-vvVVxMA,1325000000.0,Hip-Hop
0414,Say So,Doja Cat Featuring Nicki Minaj,2020,38,1,https://www.youtube.com/watch?v=pok8H_KF1FA,617000000.0,Hip-Hop
0415,The Box,Roddy Ricch,2019,38,1,https://www.youtube.com/watch?v=UNZqm3dxd2w,785000000.0,Hip-Hop
0416,TiK ToK,Ke$ha,2009,38,1,https://www.youtube.com/watch?v=iP6XpLQM2Cs,761000000.0,Pop
0417,You're Beautiful,James Blunt,2005,38,1,https://www.youtube.com/watch?v=oofSnsGkops,961000000.0,Pop
0418,Disturbia,Rihanna,2008,37,1,https://www.youtube.com/watch?v=E1mU6h4Xdxc,263000000.0,Pop
0419,Paint The Town Red,Doja Cat,2023,37,1,https://www.youtube.com/watch?v=m4_9TFeMfJE,405000000.0,Hip-Hop
0420,Senorita,Shawn Mendes & Camila Cabello,2019,37,1,https://www.youtube.com/watch?v=Pkh8UtuejGw,2002000000.0,Pop
0421,Stronger (What Doesn't Kill You),Kelly Clarkson,2011,37,1,https://www.youtube.com/watch?v=Xn676-fLq7I,561000000.0,Pop
0422,Bad And Boujee,Migos Featuring Lil Uzi Vert,2016,36,1,https://www.youtube.com/watch?v=S-sJp1FfG7Q,1379000000.0,Hip-Hop
